teamId,W0,W1,W2,W3,W4,W5,W6,W7
0,8:A:M,1:H:L,5:A:V,27:H:V,4:A:V,17:H:V,BYE,28:H:L
1,4:H:V,0:A:L,22:H:M,29:H:L,17:A:S,BYE,10:A:S,11:A:M
2,BYE,7:H:M,13:A:V,12:A:V,6:H:V,26:H:S,3:H:D,9:A:S
3,24:H:V,6:A:M,19:H:D,7:A:M,14:A:L,21:H:D,2:A:D,BYE
4,1:A:V,29:H:M,20:A:M,22:H:M,0:H:V,23:A:S,25:A:D,BYE
5,11:H:V,22:A:L,0:H:V,10:H:V,28:A:S,BYE,27:A:V,20:H:M
6,15:A:S,3:H:M,7:H:S,BYE,2:A:V,18:A:D,26:H:D,16:A:V
7,BYE,2:A:M,6:A:S,3:H:M,21:A:M,19:A:L,24:A:L,26:H:S
8,0:H:M,11:A:M,BYE,31:H:M,29:A:M,25:H:M,17:A:D,23:H:M
9,16:H:D,26:A:S,18:H:V,15:H:V,BYE,12:A:M,30:A:M,2:H:S
10,20:H:M,23:A:S,11:H:D,5:A:V,22:A:D,31:A:L,1:H:S,BYE
11,5:A:V,8:H:M,10:A:D,BYE,25:A:S,27:A:M,20:H:V,1:H:M
12,14:H:D,BYE,30:H:D,2:H:V,16:A:V,9:H:M,18:A:L,13:H:M
13,30:H:D,19:A:M,2:H:V,21:A:L,BYE,14:H:V,15:H:D,12:A:M
14,12:A:D,24:A:D,15:H:M,26:A:M,3:H:L,13:A:V,BYE,30:H:M
15,6:H:S,30:A:M,14:A:M,9:A:V,18:H:S,16:H:S,13:A:D,BYE
16,9:A:D,18:H:D,21:A:M,19:H:L,12:H:V,15:A:S,BYE,6:H:V
17,29:A:V,20:A:D,28:H:S,BYE,1:H:S,0:A:V,8:H:D,27:H:V
18,19:H:L,16:A:D,9:A:V,24:A:L,15:A:S,6:H:D,12:H:L,BYE
19,18:A:L,13:H:M,3:A:D,16:A:L,24:H:D,7:H:L,21:H:D,BYE
20,10:A:M,17:H:D,4:H:M,BYE,31:A:M,28:A:M,11:A:V,5:A:M
21,26:A:S,BYE,16:H:M,13:H:L,7:H:M,3:A:D,19:A:D,24:H:V
22,BYE,5:H:L,1:A:M,4:A:M,10:H:D,29:H:L,23:H:V,25:A:V
23,31:H:V,10:H:S,BYE,25:H:L,27:A:D,4:H:S,22:A:V,8:A:M
24,3:A:V,14:H:D,BYE,18:H:L,19:A:D,30:A:S,7:H:L,21:A:V
25,BYE,28:A:V,31:H:S,23:A:L,11:H:S,8:A:M,4:H:D,22:H:V
26,21:H:S,9:H:S,BYE,14:H:M,30:H:L,2:A:S,6:A:D,7:A:S
27,28:H:V,BYE,29:A:D,0:A:V,23:H:D,11:H:M,5:H:V,17:A:V
28,27:A:V,25:H:V,17:A:S,BYE,5:H:S,20:H:M,31:A:D,0:A:L
29,17:H:V,4:A:M,27:H:D,1:A:L,8:H:M,22:A:L,BYE,31:H:L
30,13:A:D,15:H:M,12:A:D,BYE,26:A:L,24:H:S,9:H:M,14:A:M
31,23:A:V,BYE,25:A:S,8:A:M,20:H:M,10:H:L,28:H:D,29:A:L
