run;instance;seed;stop_reason;time_ms;generations;max_generations;pareto_size;stagnation_threshold;stagnation_window;run_dir
1;config/instance_nfl_intermedia.properties;575346467;stagnation;15039;100;1000;2;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_intermedia_batch\pop200_cx0p6_mut0p001\corrida_001
2;config/instance_nfl_intermedia.properties;690022610;stagnation;9273;129;1000;2;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_intermedia_batch\pop200_cx0p6_mut0p001\corrida_002
3;config/instance_nfl_intermedia.properties;1424257266;stagnation;5171;100;1000;1;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_intermedia_batch\pop200_cx0p6_mut0p001\corrida_003
4;config/instance_nfl_intermedia.properties;760871889;stagnation;7600;100;1000;1;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_intermedia_batch\pop200_cx0p6_mut0p001\corrida_004
5;config/instance_nfl_intermedia.properties;890474447;stagnation;5571;107;1000;1;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_intermedia_batch\pop200_cx0p6_mut0p001\corrida_005
6;config/instance_nfl_intermedia.properties;1455500169;stagnation;11512;100;1000;2;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_intermedia_batch\pop200_cx0p6_mut0p001\corrida_006
7;config/instance_nfl_intermedia.properties;212517704;stagnation;6071;100;1000;1;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_intermedia_batch\pop200_cx0p6_mut0p001\corrida_007
8;config/instance_nfl_intermedia.properties;934060570;stagnation;5670;100;1000;2;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_intermedia_batch\pop200_cx0p6_mut0p001\corrida_008
9;config/instance_nfl_intermedia.properties;1124114628;stagnation;6262;100;1000;1;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_intermedia_batch\pop200_cx0p6_mut0p001\corrida_009
10;config/instance_nfl_intermedia.properties;765843637;stagnation;6330;100;1000;2;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_intermedia_batch\pop200_cx0p6_mut0p001\corrida_010
11;config/instance_nfl_intermedia.properties;1502474994;stagnation;10256;100;1000;1;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_intermedia_batch\pop200_cx0p6_mut0p001\corrida_011
12;config/instance_nfl_intermedia.properties;1349829717;stagnation;5380;100;1000;2;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_intermedia_batch\pop200_cx0p6_mut0p001\corrida_012
13;config/instance_nfl_intermedia.properties;1493661747;stagnation;5651;100;1000;1;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_intermedia_batch\pop200_cx0p6_mut0p001\corrida_013
14;config/instance_nfl_intermedia.properties;734959693;stagnation;27636;170;1000;6;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_intermedia_batch\pop200_cx0p6_mut0p001\corrida_014
15;config/instance_nfl_intermedia.properties;891998443;stagnation;39939;155;1000;3;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_intermedia_batch\pop200_cx0p6_mut0p001\corrida_015
16;config/instance_nfl_intermedia.properties;1660981312;stagnation;5558;100;1000;1;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_intermedia_batch\pop200_cx0p6_mut0p001\corrida_016
17;config/instance_nfl_intermedia.properties;1830451251;stagnation;7977;100;1000;2;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_intermedia_batch\pop200_cx0p6_mut0p001\corrida_017
18;config/instance_nfl_intermedia.properties;1233644345;stagnation;24228;136;1000;2;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_intermedia_batch\pop200_cx0p6_mut0p001\corrida_018
19;config/instance_nfl_intermedia.properties;1063465592;stagnation;35350;170;1000;4;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_intermedia_batch\pop200_cx0p6_mut0p001\corrida_019
20;config/instance_nfl_intermedia.properties;606122930;stagnation;24322;125;1000;3;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_intermedia_batch\pop200_cx0p6_mut0p001\corrida_020
21;config/instance_nfl_intermedia.properties;835500794;stagnation;7483;100;1000;2;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_intermedia_batch\pop200_cx0p6_mut0p001\corrida_021
22;config/instance_nfl_intermedia.properties;1001915945;stagnation;26810;142;1000;4;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_intermedia_batch\pop200_cx0p6_mut0p001\corrida_022
23;config/instance_nfl_intermedia.properties;735627957;stagnation;5245;100;1000;1;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_intermedia_batch\pop200_cx0p6_mut0p001\corrida_023
24;config/instance_nfl_intermedia.properties;495675644;stagnation;15456;154;1000;2;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_intermedia_batch\pop200_cx0p6_mut0p001\corrida_024
25;config/instance_nfl_intermedia.properties;550785070;stagnation;5104;100;1000;2;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_intermedia_batch\pop200_cx0p6_mut0p001\corrida_025
26;config/instance_nfl_intermedia.properties;1498800289;stagnation;5037;100;1000;2;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_intermedia_batch\pop200_cx0p6_mut0p001\corrida_026
27;config/instance_nfl_intermedia.properties;937933140;stagnation;16262;100;1000;2;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_intermedia_batch\pop200_cx0p6_mut0p001\corrida_027
28;config/instance_nfl_intermedia.properties;1270431010;stagnation;11039;100;1000;1;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_intermedia_batch\pop200_cx0p6_mut0p001\corrida_028
29;config/instance_nfl_intermedia.properties;484442342;stagnation;8865;100;1000;2;0.005;100;C:\AE\AlgoritmoEvolutivoIng\AlgoritmoEvolutivo\resultados_moea\run_moea_intermedia_batch\pop200_cx0p6_mut0p001\corrida_029
